Date,Open,High,Low,Close
2009-02-06,3.5992,3.6114,3.5071,3.5133
2009-02-09,3.517,3.5623,3.3789,3.3894
2009-02-10,3.4494,3.4858,3.4006,3.4746
2009-02-11,3.4961,3.5598,3.4809,3.526
2009-02-12,3.5136,3.6564,3.5054,3.6208
2009-02-13,3.5696,3.6297,3.5494,3.5954
2009-02-16,3.6411,3.7945,3.6365,3.7857
2009-02-17,3.8523,3.9088,3.8151,3.8862
2009-02-18,3.8743,3.913,3.7804,3.8007
2009-02-19,3.7562,3.7804,3.6406,3.7546
2009-02-20,3.8038,3.837,3.6898,3.7132
2009-02-23,3.6484,3.6784,3.5592,3.6312
2009-02-24,3.6781,3.6899,3.613,3.6213
2009-02-25,3.5667,3.6996,3.5427,3.6974
2009-02-26,3.7084,3.734,3.6525,3.6703
2009-02-27,3.7005,3.7401,3.6581,3.6588
2009-03-02,3.7329,3.8033,3.7288,3.7892
2009-03-03,3.7326,3.8156,3.7134,3.793
2009-03-04,3.8058,3.8084,3.6862,3.7131
2009-03-05,3.7068,3.7922,3.6827,3.7568
2009-03-06,3.728,3.7542,3.6704,3.7187
2009-03-09,3.6907,3.7748,3.6739,3.7522
2009-03-10,3.7148,3.7299,3.6422,3.6663
2009-03-11,3.6716,3.694,3.5693,3.6046
2009-03-12,3.6123,3.6418,3.5111,3.5111
2009-03-13,3.4979,3.5132,3.4349,3.4715
2009-03-16,3.4558,3.4716,3.3842,3.4236
2009-03-17,3.4255,3.511,3.4181,3.4742
2009-03-18,3.4501,3.4984,3.4416,3.478
2009-03-19,3.3625,3.3871,3.3105,3.3871
2009-03-20,3.3816,3.418,3.3378,3.3753
2009-03-23,3.3438,3.3828,3.3179,3.3352
2009-03-24,3.3148,3.3753,3.2953,3.3551
2009-03-25,3.3636,3.4131,3.3321,3.3457
2009-03-26,3.3579,3.3753,3.3351,3.3616
2009-03-27,3.3581,3.5137,3.3581,3.4988
2009-03-30,3.5327,3.6121,3.5283,3.5912
2009-03-31,3.5666,3.568,3.4857,3.5139
2009-04-01,3.5248,3.5355,3.3861,3.3969
2009-04-02,3.3847,3.3999,3.2585,3.262
2009-04-03,3.2778,3.3502,3.276,3.3072
2009-04-06,3.2675,3.3501,3.2479,3.3313
2009-04-07,3.3195,3.3995,3.3154,3.3601
2009-04-08,3.4112,3.4274,3.3325,3.3376
2009-04-09,3.3246,3.3625,3.2842,3.2959
2009-04-14,3.2471,3.3082,3.1855,3.1919
2009-04-15,3.2156,3.2645,3.1851,3.2326
2009-04-16,3.2416,3.2797,3.2317,3.2506
2009-04-17,3.267,3.3121,3.24,3.3083
2009-04-20,3.3074,3.4112,3.3053,3.3972
2009-04-21,3.4011,3.4478,3.3612,3.3696
2009-04-22,3.3815,3.4299,3.3741,3.3952
2009-04-23,3.3781,3.4624,3.3635,3.4462
2009-04-24,3.4124,3.4337,3.3587,3.3671
2009-04-27,3.4191,3.5015,3.4191,3.4745
2009-04-28,3.5025,3.5211,3.4111,3.4119
2009-04-29,3.3934,3.3953,3.2838,3.2879
2009-04-30,3.2994,3.3677,3.2612,3.3455
2009-05-04,3.2805,3.3336,3.2512,3.2626
2009-05-05,3.2426,3.2763,3.2257,3.2576
2009-05-06,3.2805,3.3204,3.2767,3.2884
2009-05-07,3.2808,3.3026,3.2004,3.2564
2009-05-08,3.2542,3.2649,3.1974,3.2028
2009-05-11,3.1795,3.2416,3.1673,3.2228
2009-05-12,3.2374,3.2532,3.1948,3.2339
2009-05-13,3.2002,3.2761,3.1896,3.2741
2009-05-14,3.2799,3.3184,3.2748,3.2795
2009-05-15,3.2667,3.3216,3.2667,3.3026
2009-05-18,3.3119,3.3336,3.2601,3.2605
2009-05-19,3.2441,3.2495,3.1952,3.2062
2009-05-20,3.2124,3.2181,3.1439,3.1681
2009-05-21,3.1526,3.2109,3.1418,3.1544
2009-05-22,3.1539,3.1735,3.1244,3.1416
2009-05-25,3.1348,3.1666,3.1204,3.1428
2009-05-26,3.143,3.2071,3.143,3.155
2009-05-27,3.1628,3.2045,3.1508,3.178
2009-05-28,3.212,3.2711,3.2052,3.2699
2009-05-29,3.2184,3.2278,3.1548,3.1928
2009-06-01,3.1879,3.1903,3.1078,3.132
2009-06-02,3.1444,3.1799,3.1261,3.1283
2009-06-03,3.1178,3.2078,3.0984,3.2066
2009-06-04,3.1948,3.2094,3.1588,3.1812
2009-06-05,3.175,3.2677,3.1599,3.2328
2009-06-08,3.2502,3.3032,3.2432,3.2501
2009-06-09,3.246,3.2544,3.1843,3.1926
2009-06-10,3.1697,3.2203,3.1453,3.2036
2009-06-12,3.1713,3.214,3.152,3.1798
2009-06-15,3.2121,3.2999,3.2121,3.2868
2009-06-16,3.2722,3.2898,3.2403,3.2711
2009-06-17,3.2557,3.2778,3.2329,3.2667
2009-06-18,3.248,3.2818,3.232,3.2363
2009-06-19,3.2438,3.2758,3.2065,3.224
2009-06-22,3.2418,3.2794,3.2323,3.2668
2009-06-23,3.2777,3.2951,3.2232,3.2284
2009-06-24,3.2253,3.2444,3.1986,3.2263
2009-06-25,3.2403,3.2557,3.2159,3.2253
2009-06-26,3.1971,3.2124,3.184,3.1929
2009-06-29,3.2142,3.2278,3.1827,3.1831
2009-06-30,3.1769,3.1939,3.1387,3.172
2009-07-01,3.1676,3.1714,3.0688,3.0766
2009-07-02,3.0908,3.1261,3.0762,3.1186
2009-07-03,3.1232,3.1292,3.0962,3.1094
2009-07-06,3.114,3.164,3.1077,3.143
2009-07-07,3.124,3.1523,3.106,3.1464
2009-07-08,3.1682,3.2063,3.16,3.2021
2009-07-09,3.1604,3.1609,3.0909,3.0947
2009-07-10,3.1238,3.1543,3.1065,3.1332
2009-07-13,3.1424,3.1693,3.1346,3.1378
2009-07-14,3.1203,3.13,3.0848,3.0904
2009-07-15,3.0557,3.0663,3.029,3.0362
2009-07-16,3.0401,3.0714,3.0133,3.0597
2009-07-17,3.0553,3.0867,3.0526,3.0609
2009-07-20,3.0518,3.0529,2.9968,2.9983
2009-07-21,2.98,3.0179,2.9736,3.0173
2009-07-22,3.0068,3.0206,2.9838,2.9879
2009-07-23,2.9817,2.992,2.9473,2.9602
2009-07-24,2.9844,2.9864,2.9383,2.9476
2009-07-27,2.94,2.9446,2.9112,2.933
2009-07-28,2.9099,2.9651,2.9039,2.953
2009-07-29,2.9488,2.9899,2.9488,2.9841
2009-07-30,2.9761,2.9845,2.9488,2.9569
2009-07-31,2.9415,2.9574,2.9042,2.9079
2009-08-03,2.9109,2.9142,2.8225,2.8343
2009-08-04,2.8316,2.8761,2.8294,2.8382
2009-08-05,2.8481,2.8695,2.8368,2.8528
2009-08-06,2.852,2.894,2.8447,2.8934
2009-08-07,2.8841,2.9056,2.8592,2.8853
2009-08-10,2.8807,2.9222,2.8658,2.9192
2009-08-11,2.9133,2.9688,2.9051,2.9535
2009-08-12,2.9539,2.9881,2.9017,2.9189
2009-08-13,2.903,2.9053,2.8688,2.8884
2009-08-14,2.8875,2.9222,2.8781,2.9117
2009-08-17,2.953,2.9901,2.953,2.9671
2009-08-18,2.954,2.9712,2.939,2.9394
2009-08-19,2.9488,2.9742,2.9019,2.9027
2009-08-20,2.9103,2.9256,2.9018,2.9092
2009-08-21,2.908,2.9128,2.8472,2.8665
2009-08-24,2.8617,2.8839,2.857,2.8591
2009-08-25,2.8811,2.8882,2.8313,2.8476
2009-08-26,2.8438,2.8996,2.8369,2.89
2009-08-27,2.8879,2.9049,2.8783,2.8822
2009-08-28,2.8576,2.864,2.8306,2.8569
2009-08-31,2.8619,2.8757,2.847,2.8526
2009-09-01,2.8445,2.935,2.8349,2.9265
2009-09-02,2.9243,2.9457,2.9036,2.9046
2009-09-03,2.9043,2.9043,2.868,2.8896
2009-09-04,2.8893,2.9062,2.8498,2.8615
2009-09-07,2.8709,2.8763,2.8515,2.8555
2009-09-08,2.8541,2.8555,2.8098,2.8122
2009-09-09,2.8213,2.8437,2.8141,2.8219
2009-09-10,2.8257,2.879,2.8204,2.8399
2009-09-11,2.8339,2.8741,2.8323,2.8573
2009-09-14,2.8806,2.9198,2.8542,2.8654
2009-09-15,2.8557,2.8669,2.8367,2.8378
2009-09-16,2.8156,2.8321,2.7979,2.804
2009-09-17,2.7849,2.8166,2.7734,2.8073
2009-09-18,2.8031,2.8334,2.7922,2.8059
2009-09-21,2.8182,2.8556,2.8159,2.8385
2009-09-22,2.8234,2.825,2.8012,2.8178
2009-09-23,2.8061,2.8477,2.8058,2.8269
2009-09-24,2.8385,2.8614,2.8073,2.8471
2009-09-25,2.8439,2.8751,2.8429,2.8656
2009-09-28,2.8902,2.8997,2.8532,2.8696
2009-09-29,2.8649,2.9196,2.8598,2.9019
2009-09-30,2.8909,2.9102,2.866,2.8691
2009-10-01,2.8923,2.9313,2.8803,2.9218
2009-10-02,2.9331,2.9558,2.8824,2.8977
2009-10-05,2.8822,2.8921,2.8665,2.8677
2009-10-06,2.8423,2.8508,2.829,2.8356
2009-10-07,2.8443,2.8894,2.8377,2.8819
2009-10-08,2.8557,2.8885,2.8446,2.8615
2009-10-09,2.8805,2.9149,2.8675,2.9064
2009-10-12,2.8822,2.9185,2.8457,2.8513
2009-10-13,2.8533,2.8629,2.8415,2.8421
2009-10-14,2.831,2.8374,2.8088,2.8296
2009-10-15,2.8049,2.8439,2.7979,2.803
2009-10-16,2.811,2.8393,2.8074,2.8266
2009-10-19,2.8239,2.8284,2.7824,2.7851
2009-10-20,2.7805,2.8052,2.7671,2.7939
2009-10-21,2.7879,2.8038,2.7683,2.7699
2009-10-22,2.7834,2.8079,2.7771,2.778
2009-10-23,2.7729,2.7852,2.7684,2.7753
2009-10-26,2.7704,2.823,2.7702,2.8219
2009-10-27,2.8129,2.8634,2.8107,2.8564
2009-10-28,2.8421,2.9087,2.8372,2.9016
2009-10-29,2.9053,2.9064,2.8388,2.8435
2009-10-30,2.852,2.8932,2.8476,2.8859
2009-11-02,2.8777,2.8955,2.8588,2.8955
2009-11-03,2.8974,2.9445,2.8966,2.9059
2009-11-04,2.8912,2.902,2.8545,2.8547
2009-11-05,2.8706,2.8806,2.8419,2.8636
2009-11-06,2.8563,2.8695,2.8422,2.8569
2009-11-09,2.834,2.834,2.7915,2.7917
2009-11-10,2.7971,2.8121,2.7741,2.7934
2009-11-11,2.7866,2.7867,2.7386,2.7617
2009-11-12,2.7504,2.7874,2.7473,2.7782
2009-11-13,2.7732,2.7789,2.7438,2.744
2009-11-16,2.7344,2.7482,2.7238,2.7314
2009-11-17,2.734,2.7713,2.7259,2.7573
2009-11-18,2.7445,2.7505,2.7328,2.7436
2009-11-19,2.7541,2.7922,2.7533,2.7658
2009-11-20,2.7693,2.8084,2.763,2.7917
2009-11-23,2.7713,2.7713,2.742,2.7485
2009-11-24,2.7631,2.7748,2.744,2.7565
2009-11-25,2.7358,2.7415,2.7127,2.7148
2009-11-26,2.7223,2.7774,2.7176,2.7646
2009-11-27,2.7861,2.8279,2.7602,2.7713
2009-11-30,2.7489,2.7821,2.7379,2.779
2009-12-01,2.7703,2.7703,2.7173,2.7235
2009-12-02,2.7254,2.7332,2.7145,2.7272
2009-12-03,2.7107,2.7242,2.7007,2.7135
2009-12-04,2.7196,2.731,2.6992,2.7227
2009-12-07,2.7179,2.7602,2.7116,2.7392
2009-12-08,2.7372,2.8067,2.7366,2.7996
2009-12-09,2.8073,2.8371,2.7859,2.8293
2009-12-10,2.8217,2.8309,2.7963,2.8199
2009-12-11,2.8131,2.8479,2.7972,2.8372
2009-12-14,2.8196,2.8428,2.8126,2.8297
2009-12-15,2.8361,2.9102,2.8324,2.9027
2009-12-16,2.8888,2.9152,2.8482,2.8777
2009-12-17,2.9104,2.9372,2.9,2.931
2009-12-18,2.91,2.9493,2.8999,2.9338
2009-12-21,2.9203,2.9352,2.9108,2.9299
2009-12-22,2.9301,2.9411,2.912,2.9204
2009-12-23,2.9215,2.9312,2.8936,2.8954
2009-12-24,2.8954,2.9005,2.8744,2.8853
2009-12-28,2.8768,2.8928,2.8768,2.8882
2009-12-29,2.8891,2.8893,2.8606,2.8807
2009-12-30,2.8808,2.8935,2.8694,2.8793
2009-12-31,2.856,2.8683,2.8454,2.8602
2010-01-04,2.8704,2.8823,2.8231,2.8273
2010-01-05,2.8124,2.8458,2.8074,2.8426
2010-01-06,2.8582,2.8702,2.8395,2.8426
2010-01-07,2.851,2.8827,2.8428,2.8705
2010-01-08,2.8706,2.8794,2.8239,2.827
2010-01-11,2.8004,2.8067,2.7838,2.8
2010-01-12,2.8023,2.8269,2.7926,2.8111
2010-01-13,2.8067,2.8186,2.7723,2.7911
2010-01-14,2.7814,2.8082,2.7744,2.7908
2010-01-15,2.8049,2.8208,2.7926,2.8179
2010-01-18,2.8076,2.8118,2.7884,2.789
2010-01-19,2.784,2.829,2.7785,2.803
2010-01-20,2.8252,2.8803,2.819,2.8684
2010-01-21,2.862,2.9067,2.8597,2.8976
2010-01-22,2.8948,2.9114,2.8718,2.8761
2010-01-25,2.8868,2.8924,2.8576,2.8773
2010-01-26,2.9019,2.9166,2.885,2.8862
2010-01-27,2.8988,2.9286,2.8925,2.9148
2010-01-28,2.9058,2.9286,2.8911,2.9211
2010-01-29,2.9178,2.9274,2.8899,2.9069
2010-02-01,2.9115,2.9116,2.8587,2.8598
2010-02-02,2.8543,2.8685,2.8462,2.8468
2010-02-03,2.8389,2.8821,2.8256,2.8777
2010-02-04,2.8844,2.9713,2.8798,2.9594
2010-02-05,2.9713,3.0216,2.9518,3.0091
2010-02-08,3.0058,3.0174,2.9687,2.9867
2010-02-09,2.9726,2.9868,2.9277,2.9478
2010-02-10,2.9493,2.9767,2.929,2.9543
2010-02-11,2.9354,2.9681,2.9239,2.9304
2010-02-12,2.9255,2.9827,2.9224,2.9502
2010-02-15,2.9495,2.9668,2.944,2.9626
2010-02-16,2.9447,2.9472,2.887,2.8913
2010-02-17,2.894,2.9312,2.8798,2.9205
2010-02-18,2.9258,2.9642,2.9223,2.9382
2010-02-19,2.9789,2.9795,2.9324,2.9337
2010-02-22,2.9098,2.9283,2.8978,2.9126
2010-02-23,2.903,2.9625,2.8843,2.959
2010-02-24,2.9552,2.9646,2.9207,2.9387
2010-02-25,2.9616,2.9766,2.9452,2.9453
2010-02-26,2.9281,2.9392,2.8802,2.9008
2010-03-01,2.9033,2.9244,2.8803,2.8977
2010-03-02,2.9006,2.925,2.8748,2.8772
2010-03-03,2.8701,2.886,2.8371,2.8434
2010-03-04,2.8607,2.8757,2.8452,2.8661
2010-03-05,2.8666,2.8671,2.8408,2.8474
2010-03-08,2.8263,2.845,2.8219,2.8336
2010-03-09,2.8427,2.8784,2.8386,2.8432
2010-03-10,2.8489,2.863,2.8307,2.8444
2010-03-11,2.8451,2.869,2.8439,2.8551
2010-03-12,2.8428,2.8482,2.818,2.8257
2010-03-15,2.8265,2.8556,2.8212,2.8476
2010-03-16,2.8418,2.8498,2.8129,2.8226
2010-03-17,2.8011,2.819,2.795,2.8027
2010-03-18,2.8231,2.8568,2.8223,2.8425
2010-03-19,2.8451,2.8824,2.8419,2.8712
2010-03-22,2.8817,2.9152,2.8682,2.87
2010-03-23,2.8776,2.8984,2.864,2.8787
2010-03-24,2.8951,2.9185,2.8867,2.912
2010-03-25,2.9173,2.9228,2.8959,2.9155
2010-03-26,2.9157,2.9222,2.8974,2.9147
2010-03-29,2.9012,2.9034,2.8766,2.8879
2010-03-30,2.8715,2.8915,2.863,2.8825
2010-03-31,2.8832,2.8879,2.8476,2.8492
2010-04-01,2.851,2.8557,2.825,2.8315
2010-04-02,2.8325,2.8528,2.8317,2.8502
2010-04-05,2.8401,2.85,2.8339,2.8413
2010-04-06,2.8589,2.8752,2.8478,2.8652
2010-04-07,2.867,2.8821,2.8557,2.8639
2010-04-08,2.8728,2.9028,2.8728,2.8809
2010-04-09,2.8806,2.9049,2.858,2.8729
2010-04-12,2.8457,2.8517,2.8334,2.8432
2010-04-13,2.8428,2.8653,2.84,2.8507
2010-04-14,2.8322,2.8418,2.822,2.8251
2010-04-15,2.8297,2.8599,2.8255,2.8429
2010-04-16,2.8489,2.8864,2.8489,2.8764
2010-04-19,2.8881,2.9129,2.8828,2.894
2010-04-20,2.8919,2.8948,2.8743,2.8867
2010-04-21,2.8872,2.8995,2.871,2.8826
2010-04-22,2.8867,2.9315,2.8778,2.9175
2010-04-23,2.9341,2.9411,2.9036,2.9063
2010-04-26,2.8997,2.9191,2.8914,2.9074
2010-04-27,2.9026,2.9816,2.9008,2.9611
2010-04-28,2.9814,3.0094,2.9482,2.98
2010-04-29,2.9567,2.9772,2.9428,2.95
2010-04-30,2.9469,2.9597,2.9282,2.9547
2010-05-03,2.9548,2.9896,2.9496,2.9769
2010-05-04,2.9687,3.0712,2.9662,3.0676
2010-05-05,3.1056,3.2001,3.0815,3.157
2010-05-06,3.1787,3.2784,3.1728,3.2663
2010-05-07,3.2957,3.3436,3.21,3.258
2010-05-10,3.1226,3.1358,3.0409,3.1333
2010-05-11,3.1666,3.2051,3.1432,3.1455
2010-05-12,3.1884,3.1954,3.1194,3.1331
2010-05-13,3.1138,3.162,3.1073,3.1345
2010-05-14,3.1519,3.2561,3.1377,3.2194
2010-05-17,3.2833,3.2932,3.2265,3.2695
2010-05-18,3.2376,3.2659,3.208,3.2648
2010-05-19,3.3256,3.3663,3.2954,3.3345
2010-05-20,3.3259,3.4101,3.2974,3.3718
2010-05-21,3.2752,3.3267,3.2543,3.2873
2010-05-24,3.2724,3.3309,3.257,3.2943
2010-05-25,3.3551,3.4248,3.3503,3.3855
2010-05-26,3.3565,3.383,3.3368,3.3577
2010-05-27,3.3474,3.3514,3.2843,3.294
2010-05-28,3.2909,3.3269,3.2471,3.313
2010-05-31,3.3147,3.3278,3.2975,3.3121
2010-06-01,3.3268,3.4046,3.3115,3.3407
2010-06-02,3.3659,3.3793,3.3334,3.3428
2010-06-03,3.3075,3.3945,3.2962,3.3772
2010-06-04,3.37,3.4949,3.3502,3.4752
2010-06-07,3.5127,3.522,3.4541,3.468
2010-06-08,3.4634,3.4955,3.441,3.454
2010-06-09,3.4508,3.4533,3.4052,3.4277
2010-06-10,3.4159,3.4485,3.3686,3.3882
2010-06-11,3.3723,3.417,3.3604,3.3998
2010-06-14,3.3546,3.3682,3.3048,3.3201
2010-06-15,3.3279,3.3581,3.2874,3.2997
2010-06-16,3.2889,3.3421,3.28,3.3005
2010-06-17,3.3209,3.3468,3.2761,3.2952
2010-06-18,3.2828,3.3028,3.2676,3.2744
2010-06-21,3.2372,3.2804,3.2198,3.2773
2010-06-22,3.296,3.3131,3.2782,3.2934
2010-06-23,3.3192,3.3457,3.2937,3.3206
2010-06-24,3.295,3.36,3.2838,3.3338
2010-06-25,3.3365,3.3763,3.324,3.3313
2010-06-28,3.3161,3.3762,3.3129,3.3688
2010-06-29,3.3849,3.4332,3.3849,3.3899
2010-06-30,3.3909,3.3985,3.3489,3.3697
2010-07-01,3.3997,3.4084,3.3323,3.3528
2010-07-02,3.3222,3.3229,3.2848,3.309
2010-07-05,3.294,3.2989,3.2772,3.282
2010-07-06,3.2807,3.2818,3.2373,3.2457
2010-07-07,3.2671,3.2853,3.2377,3.2471
2010-07-08,3.2275,3.2381,3.2066,3.2235
2010-07-09,3.2136,3.2309,3.1972,3.2161
2010-07-12,3.2332,3.2523,3.2253,3.2306
2010-07-13,3.2308,3.2559,3.1883,3.1983
2010-07-14,3.1965,3.2061,3.1693,3.1786
2010-07-15,3.1835,3.1957,3.1456,3.1579
2010-07-16,3.158,3.1853,3.1441,3.1774
2010-07-19,3.212,3.2201,3.1696,3.1852
2010-07-20,3.17,3.2211,3.1546,3.1872
2010-07-21,3.1775,3.2119,3.1728,3.1991
2010-07-22,3.2148,3.2296,3.1595,3.1683
2010-07-23,3.1623,3.1882,3.1288,3.1622
2010-07-26,3.1397,3.1401,3.0887,3.0959
2010-07-27,3.0895,3.099,3.0656,3.0825
2010-07-28,3.079,3.095,3.0636,3.0755
2010-07-29,3.0776,3.0809,3.0425,3.0629
2010-07-30,3.0702,3.0922,3.0512,3.0673
2010-08-02,3.0557,3.0577,3.0146,3.02
2010-08-03,3.0283,3.0397,3.0046,3.023
2010-08-04,3.0343,3.05,3.0181,3.0259
2010-08-05,3.0252,3.0424,3.0065,3.0281
2010-08-06,3.0233,3.0297,2.9813,3.0067
2010-08-09,3.0001,3.0083,2.9937,2.995
2010-08-10,3.0225,3.0442,3.01,3.0394
2010-08-11,3.0426,3.113,3.0367,3.1055
2010-08-12,3.095,3.1485,3.0927,3.1108
2010-08-13,3.1056,3.1456,3.086,3.1201
2010-08-16,3.1324,3.1348,3.0914,3.0957
2010-08-17,3.0916,3.1047,3.0544,3.0634
2010-08-18,3.075,3.0848,3.0413,3.0522
2010-08-19,3.0711,3.1005,3.0453,3.0892
2010-08-20,3.0957,3.1417,3.0795,3.1255
2010-08-23,3.1277,3.1729,3.1167,3.1639
2010-08-24,3.1745,3.1961,3.15,3.1616
2010-08-25,3.1739,3.1779,3.1337,3.1574
2010-08-26,3.1376,3.1503,3.1145,3.1338
2010-08-27,3.1362,3.1455,3.1016,3.1122
2010-08-30,3.1114,3.1508,3.1041,3.1481
2010-08-31,3.1678,3.1796,3.1318,3.1458
2010-09-01,3.1383,3.1429,3.0909,3.0995
2010-09-02,3.1013,3.1085,3.0851,3.093
2010-09-03,3.0857,3.0936,3.0511,3.0524
2010-09-06,3.0514,3.0571,3.034,3.0463
2010-09-07,3.0716,3.1037,3.0716,3.0958
2010-09-08,3.1051,3.1195,3.0832,3.0875
2010-09-09,3.1059,3.1174,3.0789,3.1022
2010-09-10,3.1012,3.1088,3.0816,3.097
2010-09-13,3.0708,3.0819,3.0472,3.056
2010-09-14,3.0543,3.0797,3.0098,3.0146
2010-09-15,3.0146,3.0388,3.0146,3.0292
2010-09-16,3.032,3.0404,3.004,3.021
2010-09-17,3.003,3.0424,3.0006,3.0316
2010-09-20,3.0217,3.0288,3.0051,3.0114
2010-09-21,3.0084,3.0204,2.9949,3.0097
2010-09-22,2.9618,2.97,2.9335,2.9517
2010-09-23,2.9449,2.9861,2.9412,2.9681
2010-09-24,2.9744,2.9938,2.9288,2.9328
2010-09-27,2.9349,2.9462,2.922,2.9308
2010-09-28,2.9379,2.9719,2.9189,2.9223
2010-09-29,2.9195,2.9275,2.9042,2.9142
2010-09-30,2.9325,2.9394,2.9093,2.9136
2010-10-01,2.9007,2.9061,2.859,2.863
2010-10-04,2.8601,2.8977,2.8554,2.8954
2010-10-05,2.8903,2.9054,2.8521,2.8545
2010-10-06,2.846,2.8652,2.8303,2.8438
2010-10-07,2.8453,2.8743,2.8214,2.8671
2010-10-08,2.8427,2.8795,2.8385,2.8459
2010-10-11,2.8389,2.8562,2.8338,2.8456
2010-10-12,2.865,2.8819,2.8496,2.8523
2010-10-13,2.8311,2.8405,2.7953,2.7968
2010-10-14,2.7717,2.7903,2.7599,2.7777
2010-10-15,2.7735,2.797,2.7507,2.7835
2010-10-18,2.815,2.8414,2.8011,2.8029
2010-10-19,2.8246,2.8792,2.8101,2.8676
2010-10-20,2.8775,2.8828,2.8236,2.8303
2010-10-21,2.8393,2.8501,2.8081,2.8459
2010-10-22,2.8451,2.8661,2.8361,2.8459
2010-10-25,2.8149,2.8227,2.7935,2.8149
2010-10-26,2.8117,2.8447,2.8097,2.8343
2010-10-27,2.85,2.8849,2.8423,2.8783
2010-10-28,2.8616,2.8765,2.8467,2.855
2010-10-29,2.8656,2.8931,2.8443,2.8462
2010-11-01,2.8399,2.8641,2.8319,2.8522
2010-11-02,2.8432,2.8448,2.8037,2.81
2010-11-03,2.8143,2.8154,2.7914,2.7952
2010-11-04,2.7644,2.7778,2.7261,2.7502
2010-11-05,2.7532,2.7894,2.7415,2.7861
2010-11-08,2.81,2.8348,2.7957,2.8197
2010-11-09,2.8369,2.8519,2.7938,2.8096
2010-11-10,2.8299,2.853,2.8121,2.8335
2010-11-11,2.8201,2.8848,2.8129,2.8754
2010-11-12,2.8847,2.9104,2.8494,2.8852
2010-11-15,2.8786,2.9019,2.8736,2.8809
2010-11-16,2.8911,2.9477,2.8806,2.9397
2010-11-17,2.9341,2.9454,2.9153,2.9188
2010-11-18,2.9064,2.9102,2.8758,2.8909
2010-11-19,2.8727,2.8901,2.8646,2.8845
2010-11-22,2.8616,2.9107,2.8478,2.9099
2010-11-23,2.916,2.9779,2.8985,2.9643
2010-11-24,2.9627,2.9942,2.9463,2.9579
2010-11-25,2.9752,2.9928,2.9656,2.9736
2010-11-26,3.0073,3.0653,3.0039,3.0437
2010-11-29,3.0379,3.1368,3.0218,3.1331
2010-11-30,3.1167,3.139,3.0818,3.0841
2010-12-01,3.0847,3.0882,3.039,3.0461
2010-12-02,3.0364,3.0822,3.0095,3.0211
2010-12-03,3.0145,3.0275,2.9708,2.9776
2010-12-06,2.983,3.0359,2.9704,3.0126
2010-12-07,3.0048,3.0241,2.9888,3.022
2010-12-08,3.0555,3.079,3.0407,3.0511
2010-12-09,3.0272,3.0652,3.0194,3.0512
2010-12-10,3.0364,3.0612,3.0314,3.0468
2010-12-13,3.0547,3.0551,2.9819,2.984
2010-12-14,2.975,2.986,2.9527,2.9719
2010-12-15,2.9912,3.0106,2.972,3.0045
2010-12-16,3.0058,3.0291,3.0016,3.0073
2010-12-17,2.9872,3.0424,2.9789,3.0287
2010-12-20,3.0238,3.0554,3.0214,3.0444
2010-12-21,3.0297,3.0475,3.0225,3.0454
2010-12-22,3.0393,3.0505,3.0265,3.0442
2010-12-23,3.0321,3.0476,3.0149,3.0203
2010-12-24,3.02,3.0268,3.012,3.0222
2010-12-27,3.0101,3.0333,3.0074,3.0327
2010-12-28,3.0071,3.0487,3.0004,3.0399
2010-12-29,3.0316,3.0419,3.0017,3.0046
2010-12-30,2.9948,2.9991,2.9724,2.9895
2010-12-31,2.9597,2.9749,2.9463,2.9579
2011-01-03,2.9757,2.9845,2.9465,2.9501
2011-01-04,2.9581,2.9583,2.9326,2.9427
2011-01-05,2.936,2.9612,2.9311,2.9383
2011-01-06,2.9428,2.9746,2.9319,2.96
2011-01-07,2.9725,3.0067,2.9715,3.0007
2011-01-10,3.0103,3.0367,3.0063,3.0106
2011-01-11,3.0085,3.0133,2.9659,2.9679
2011-01-12,2.9633,2.9697,2.927,2.9343
2011-01-13,2.931,2.9408,2.8877,2.8952
2011-01-14,2.9004,2.9114,2.8779,2.9006
2011-01-17,2.9079,2.9223,2.8939,2.9092
2011-01-18,2.8937,2.8987,2.8776,2.896
2011-01-19,2.8742,2.892,2.8566,2.8715
2011-01-20,2.8857,2.9211,2.8791,2.8963
2011-01-21,2.8863,2.8863,2.8453,2.8524
2011-01-24,2.8502,2.8716,2.8327,2.8408
2011-01-25,2.8341,2.8563,2.8234,2.8398
2011-01-26,2.8345,2.845,2.8236,2.8362
2011-01-27,2.8305,2.8534,2.8241,2.8451
2011-01-28,2.8462,2.9014,2.8457,2.8966
2011-01-31,2.8936,2.901,2.8573,2.8677
2011-02-01,2.8549,2.8593,2.8182,2.8199
2011-02-02,2.8161,2.8404,2.8104,2.8327
2011-02-03,2.8322,2.8668,2.8211,2.8601
2011-02-04,2.8598,2.8731,2.8502,2.8641
2011-02-07,2.8462,2.8707,2.8255,2.8621
2011-02-08,2.8422,2.8527,2.8344,2.8442
2011-02-09,2.8456,2.87,2.8346,2.8494
2011-02-10,2.856,2.8941,2.8554,2.8777
2011-02-11,2.8991,2.9146,2.8802,2.8982
2011-02-14,2.8868,2.9367,2.8825,2.9224
2011-02-15,2.9263,2.9339,2.8944,2.9017
2011-02-16,2.8883,2.9046,2.8775,2.8887
2011-02-17,2.8803,2.8895,2.8682,2.8708
2011-02-18,2.8693,2.8942,2.8581,2.8604
