,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
6865,283190,Zaozan [Zaosan],17965,Confirmed Eruption,Okama,2.0,,,1694.0,,5.0,,29.0,,Historical Observations,,1694.0,,8.0,?,30.0,,38.144,140.44
6866,265070,Serua,16387,Confirmed Eruption,,3.0,^,,1694.0,,0.0,,0.0,,Historical Observations,,,,,,,,-6.312,130.017
6867,266130,Tangkoko-Duasudara,16473,Confirmed Eruption,,3.0,?,,1694.0,,0.0,,0.0,,Historical Observations,,,,,,,,1.518,125.185
6868,211060,Etna,13698,Confirmed Eruption,Central Crater,3.0,?,,1693.0,,12.0,,0.0,,Historical Observations,,1694.0,,11.0,?,0.0,,37.748,14.999
6869,265070,Serua,16386,Confirmed Eruption,,4.0,?,,1693.0,,6.0,,4.0,,Historical Observations,,1693.0,,7.0,,0.0,,-6.312,130.017
6870,372070,Hekla,12743,Confirmed Eruption,,4.0,,,1693.0,,2.0,,13.0,,Historical Observations,,1693.0,,9.0,?,14.0,,63.983,-19.666
6871,211060,Etna,13697,Uncertain Eruption,,,,,1693.0,,1.0,,9.0,,,,,,,,,,37.748,14.999
6872,265050,Teon,16377,Confirmed Eruption,,3.0,^,,1693.0,,0.0,,0.0,,Historical Observations,,,,,,,,-6.976,129.144
6873,342110,Pacaya,10751,Confirmed Eruption,,2.0,?,,1693.0,,0.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6874,265070,Serua,16385,Uncertain Eruption,,,,,1692.0,,6.0,?,4.0,,,,,,,,,,-6.312,130.017
6875,213020,Nemrut Dagi,13530,Uncertain Eruption,,,,,1692.0,,4.0,,13.0,,,,,,,,,,38.654,42.229
6876,383020,Hierro,13063,Uncertain Eruption,,,,,1692.0,,0.0,,0.0,,,,,,,,,,27.73,-18.03
6877,360030,Liamuiga,12340,Uncertain Eruption,,,,,1692.0,,0.0,,0.0,,,,,,,,,,17.37,-62.8
6878,282110,Asosan,17261,Confirmed Eruption,Naka-dake,2.0,,,1691.0,,4.0,,0.0,,Historical Observations,,1691.0,,8.0,,0.0,,32.884,131.104
6879,352010,Reventador,11424,Confirmed Eruption,,3.0,^,,1691.0,,0.0,,0.0,,Historical Observations,,,,,,,,-0.077,-77.656
6880,360060,Soufriere Guadeloupe,12361,Confirmed Eruption,"Gouffre Dupuy, Gouffre Tarissan",1.0,,,1690.0,,4.0,>,5.0,,Historical Observations,,,,,,,,16.044,-61.664
6881,285030,Toya,18595,Confirmed Eruption,Usu,,,,1690.0,10.0,0.0,,0.0,,Tephrochronology,,,,,,,,42.544,140.839
6882,284150,Asuncion,18495,Uncertain Eruption,,,,,1690.0,10.0,0.0,,0.0,,,,,,,,,,19.671,145.406
6883,290360,Chikurachki,18845,Confirmed Eruption,Tatarinov,4.0,,,1690.0,10.0,0.0,,0.0,,Tephrochronology,,,,,,,,50.324,155.461
6884,300020,Koshelev,18907,Confirmed Eruption,SE flank,3.0,^,,1690.0,10.0,0.0,,0.0,,Historical Observations,,,,,,,,51.356,156.753
6885,342110,Pacaya,10750,Confirmed Eruption,,2.0,?,,1690.0,,0.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6886,341040,Colima,10420,Confirmed Eruption,,3.0,?,,1690.0,,0.0,,0.0,,Historical Observations,,,,,,,,19.514,-103.62
6887,320100,Tseax River Cone,20441,Confirmed Eruption,,,,,1690.0,150.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,55.12,-128.9
6888,265090,Banda Api,16402,Confirmed Eruption,,3.0,^,,1690.0,,0.0,,0.0,,Historical Observations,,1696.0,,5.0,,22.0,,-4.523,129.881
6889,282090,Kirishimayama,17131,Confirmed Eruption,Ohachi,2.0,?,,1690.0,,0.0,,0.0,,Historical Observations,,,,,,,,31.934,130.862
6890,282100,Unzendake,17176,Uncertain Eruption,,,,,1690.0,,0.0,,0.0,,,,1692.0,,0.0,,0.0,,32.761,130.299
6891,263130,Guntur,15689,Confirmed Eruption,,3.0,,,1690.0,,0.0,,0.0,,Historical Observations,,,,,,,,-7.143,107.84
6892,283240,Iwatesan,18064,Uncertain Eruption,,2.0,?,,1689.0,,6.0,,22.0,,,,,,,,,,39.853,141.001
6893,211060,Etna,13696,Confirmed Eruption,"East flank (Valle del Bove, 2300 m?)",1.0,,,1689.0,,3.0,,14.0,,Historical Observations,,,,,,,,37.748,14.999
6894,342090,Fuego,10683,Uncertain Eruption,,2.0,,,1689.0,,0.0,,0.0,,,,,,,,,,14.473,-90.88
6895,211060,Etna,13695,Confirmed Eruption,East slope of Central Crater,1.0,,,1688.0,,0.0,,0.0,,Historical Observations,,,,,,,,37.748,14.999
6896,211050,Vulcano,10008,Confirmed Eruption,Fossa,,,,1688.0,,0.0,,0.0,,Historical Observations,,,,,,,,38.404,14.962
6897,357120,Villarrica,12107,Confirmed Eruption,,1.0,,?,1688.0,,0.0,,0.0,,Historical Observations,,,,,,,,-39.42,-71.93
6898,265070,Serua,16384,Confirmed Eruption,,3.0,^,,1687.0,,6.0,,15.0,,Historical Observations,,,,,,,,-6.312,130.017
6899,268060,Gamalama,16609,Confirmed Eruption,,3.0,^,,1687.0,,5.0,,10.0,,Historical Observations,,1687.0,,5.0,,11.0,,0.8,127.33
6900,283240,Iwatesan,18063,Uncertain Eruption,,2.0,?,,1687.0,,4.0,,14.0,,,,1687.0,,7.0,,0.0,,39.853,141.001
6901,342110,Pacaya,10749,Confirmed Eruption,,2.0,,,1687.0,,3.0,,26.0,,Historical Observations,,1687.0,,3.0,,27.0,,14.382,-90.601
6902,341100,"Orizaba, Pico de",10580,Confirmed Eruption,,2.0,,,1687.0,,0.0,,0.0,,Historical Observations,,,,,,,,19.03,-97.27
6903,268060,Gamalama,16608,Confirmed Eruption,,2.0,,,1686.0,,9.0,?,0.0,,Historical Observations,,1686.0,,10.0,>,13.0,,0.8,127.33
6904,283240,Iwatesan,17575,Confirmed Eruption,,3.0,,,1686.0,,3.0,,26.0,,Historical Observations,,1686.0,,3.0,,27.0,,39.853,141.001
6905,342090,Fuego,10269,Confirmed Eruption,,2.0,,,1686.0,,0.0,,0.0,,Historical Observations,,,,,,,,14.473,-90.88
6906,211020,Vesuvius,13336,Confirmed Eruption,,3.0,,,1685.0,,10.0,,3.0,,Historical Observations,,1694.0,,4.0,,29.0,,40.821,14.426
6907,342090,Fuego,10543,Confirmed Eruption,Volcano Uncertain: pumice off Guatemala coast,2.0,,,1685.0,,9.0,,0.0,,,,,,,,,,14.473,-90.88
6908,344040,Telica,10902,Confirmed Eruption,,2.0,,,1685.0,,8.0,,0.0,,Historical Observations,,,,,,,,12.606,-86.84
6909,344020,San Cristobal,10879,Confirmed Eruption,,2.0,,,1685.0,,8.0,,0.0,,Historical Observations,,,,,,,,12.702,-87.004
6910,332020,Mauna Loa,10185,Confirmed Eruption,NE rift zone,0.0,,?,1685.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
6911,373010,Grimsvotn,12800,Confirmed Eruption,,2.0,,,1684.0,,11.0,,5.0,4.0,Historical Observations,,1685.0,,1.0,,0.0,,64.416,-17.316
6912,344020,San Cristobal,10878,Confirmed Eruption,,2.0,,,1684.0,,7.0,,0.0,,Historical Observations,,,,,,,,12.702,-87.004
6913,284010,Izu-Oshima,18192,Confirmed Eruption,,3.0,,,1684.0,,2.0,,14.0,,Historical Observations,,1690.0,,0.0,,0.0,,34.724,139.394
6914,262000,Krakatau,15473,Confirmed Eruption,,3.0,^,,1684.0,,2.0,,1.0,,Historical Observations,,,,,,,,-6.102,105.423
6915,282110,Asosan,17260,Confirmed Eruption,Naka-dake,2.0,,,1683.0,,6.0,,0.0,,Historical Observations,,,,,,,,32.884,131.104
6916,265070,Serua,16383,Confirmed Eruption,,3.0,^,,1683.0,,0.0,,0.0,,Historical Observations,,,,,,,,-6.312,130.017
6917,265090,Banda Api,16401,Confirmed Eruption,,3.0,,,1683.0,,0.0,,0.0,,Historical Observations,,,,,,,,-4.523,129.881
6918,266130,Tangkoko-Duasudara,16472,Confirmed Eruption,,3.0,^,,1683.0,,0.0,,0.0,,Historical Observations,,,,,,,,1.518,125.185
6919,390031,Penguin Island,13163,Confirmed Eruption,Deacon Peak,,,?,1683.0,,0.0,,0.0,,Lichenometry,,,,,,,,-62.1,-57.93
6920,382080,Sete Cidades,13018,Confirmed Eruption,Submarine vent west of Sete Cidades,2.0,,,1682.0,,12.0,,13.0,,Historical Observations,,,,,,,,37.87,-25.78
6921,211060,Etna,13694,Confirmed Eruption,"East flank (Valle del Bove, 2900 m)",2.0,,,1682.0,,9.0,,1.0,,Historical Observations,,1682.0,,10.0,?,0.0,,37.748,14.999
6922,211020,Vesuvius,13335,Confirmed Eruption,,3.0,,,1682.0,,8.0,,12.0,,Historical Observations,,1682.0,,8.0,,22.0,,40.821,14.426
6923,357120,Villarrica,21019,Confirmed Eruption,,2.0,?,,1682.0,,,,,,Varve Count,,,,,,,,-39.42,-71.93
6924,373010,Grimsvotn,12799,Confirmed Eruption,Volcano Uncertain: Vatnajökull,,,,1681.0,,4.0,,10.0,,Historical Observations,,,,,,,,64.416,-17.316
6925,262000,Krakatau,15588,Confirmed Eruption,Perbuwatan,3.0,,,1680.0,,5.0,,0.0,,Historical Observations,,1681.0,,11.0,>,19.0,,-6.102,105.423
6926,266130,Tangkoko-Duasudara,16471,Confirmed Eruption,,5.0,?,,1680.0,,0.0,,0.0,,Historical Observations,,,,,,,,1.518,125.185
6927,332020,Mauna Loa,10184,Confirmed Eruption,NW flank,0.0,,?,1680.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,19.475,-155.608
6928,344020,San Cristobal,10877,Confirmed Eruption,,2.0,?,,1680.0,,0.0,,0.0,,Historical Observations,,,,,,,,12.702,-87.004
6929,342090,Fuego,10682,Uncertain Eruption,,,,,1679.0,,0.0,,0.0,,,,,,,,,,14.473,-90.88
6930,263250,Merapi,15860,Confirmed Eruption,,3.0,^,,1678.0,,8.0,,19.0,,Historical Observations,,,,,,,,-7.54,110.446
6931,342110,Pacaya,10748,Confirmed Eruption,,2.0,,,1678.0,,8.0,?,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6932,282080,Aira,17055,Confirmed Eruption,Minami-dake,2.0,?,,1678.0,,3.0,,1.0,,Historical Observations,,,,,,,,31.593,130.657
6933,282090,Kirishimayama,17130,Confirmed Eruption,Ohachi,2.0,?,,1678.0,,2.0,,29.0,,Historical Observations,,,,,,,,31.934,130.862
6934,283260,Akita-Yakeyama,18079,Confirmed Eruption,Karenuma,2.0,,,1678.0,,2.0,?,22.0,,Historical Observations,,,,,,,,39.964,140.757
6935,383010,La Palma,13055,Confirmed Eruption,N & S flanks of San Antonio (Fuentecaliente),2.0,,,1677.0,,11.0,,17.0,,Historical Observations,,1678.0,,1.0,,21.0,,28.57,-17.83
6936,342110,Pacaya,10747,Uncertain Eruption,,,,,1677.0,,7.0,,0.0,,,,,,,,,,14.382,-90.601
6937,354010,"Misti, El",11766,Confirmed Eruption,,2.0,,,1677.0,,5.0,,2.0,,Historical Observations,,,,,,,,-16.294,-71.409
6938,354020,Ubinas,11782,Confirmed Eruption,,3.0,?,,1677.0,,0.0,,0.0,,Historical Observations,,,,,,,,-16.355,-70.903
6939,383020,Hierro,13062,Uncertain Eruption,,,,,1677.0,,0.0,,0.0,,,,,,,,,,27.73,-18.03
6940,282090,Kirishimayama,17129,Confirmed Eruption,Ohachi,2.0,?,,1677.0,,0.0,,0.0,,Historical Observations,,,,,,,,31.934,130.862
6941,263250,Merapi,15859,Confirmed Eruption,,3.0,^,,1677.0,,0.0,,0.0,,Historical Observations,,,,,,,,-7.54,110.446
6942,268060,Gamalama,16607,Confirmed Eruption,,2.0,,,1676.0,,12.0,,31.0,365.0,Historical Observations,,,,,,,,0.8,127.33
6943,282120,Kujusan,17363,Confirmed Eruption,,2.0,?,,1675.0,,6.0,?,0.0,,Historical Observations,,,,,,,,33.086,131.249
6944,282110,Asosan,17259,Confirmed Eruption,Naka-dake,2.0,,,1675.0,,2.0,,16.0,,Historical Observations,,,,,,,,32.884,131.104
6945,267020,Karangetang,16494,Confirmed Eruption,,3.0,^,,1675.0,,0.0,,0.0,,Historical Observations,,,,,,,,2.781,125.407
6946,264180,Lewotobi,16279,Confirmed Eruption,Lewotobi Lakilaki,3.0,^,,1675.0,25.0,0.0,,0.0,,Historical Observations,,,,,,,,-8.542,122.775
6947,357120,Villarrica,21020,Confirmed Eruption,,2.0,?,,1675.0,,,,,,Varve Count,,,,,,,,-39.42,-71.93
6948,342110,Pacaya,10746,Confirmed Eruption,,2.0,,,1674.0,,7.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6949,268060,Gamalama,16606,Discredited Eruption,,,,,1673.0,,8.0,,12.0,,,,,,,,,,0.8,127.33
6950,268040,Gamkonora,16584,Confirmed Eruption,,5.0,?,,1673.0,,5.0,,20.0,,Historical Observations,,,,,,,,1.38,127.53
6951,263250,Merapi,15858,Confirmed Eruption,,3.0,,,1672.0,,8.0,,4.0,,Historical Observations,,,,,,,,-7.54,110.446
6952,283270,Iwakisan,18111,Uncertain Eruption,,2.0,?,,1672.0,,7.0,,12.0,,,,1672.0,,7.0,,28.0,,40.656,140.303
6953,382010,Fayal,12985,Confirmed Eruption,West flank,2.0,,,1672.0,,4.0,,24.0,,Historical Observations,,1673.0,,2.0,,28.0,,38.6,-28.73
6954,284080,Sumisujima,18332,Uncertain Eruption,31.58 N 140.25 E,0.0,,?,1672.0,,0.0,,0.0,,,,,,,,,,31.44,140.051
6955,233020,"Fournaise, Piton de la",14223,Confirmed Eruption,,2.0,,,1672.0,,0.0,,0.0,,Historical Observations,,,,,,,,-21.244,55.708
6956,357120,Villarrica,21021,Confirmed Eruption,,2.0,?,,1672.0,,,,,,Varve Count,,,,,,,,-39.42,-71.93
6957,342110,Pacaya,10745,Confirmed Eruption,,2.0,,,1671.0,,8.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6958,282110,Asosan,17258,Uncertain Eruption,Naka-dake,2.0,,,1671.0,,0.0,,0.0,,,,,,,,,,32.884,131.104
6959,233020,"Fournaise, Piton de la",14222,Confirmed Eruption,,2.0,,,1671.0,,0.0,,0.0,,Historical Observations,,,,,,,,-21.244,55.708
6960,264110,Iya,13706,Confirmed Eruption,,3.0,^,?,1671.0,,0.0,,0.0,,Historical Observations,,,,,,,,-8.897,121.645
6961,282080,Aira,17054,Uncertain Eruption,,2.0,?,,1670.0,,6.0,,1.0,,,,,,,,,,31.593,130.657
6962,283190,Zaozan [Zaosan],17964,Confirmed Eruption,Okama,2.0,,,1670.0,,4.0,,26.0,,Historical Observations,,1670.0,,9.0,,26.0,,38.144,140.44
6963,284060,Aogashima,18307,Confirmed Eruption,Ikenosawa crater,2.0,,,1670.0,,0.0,,0.0,,Historical Observations,,1680.0,,0.0,,0.0,,32.458,139.759
6964,290380,Ebeko,18864,Confirmed Eruption,,,,?,1670.0,,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,50.686,156.014
6965,257030,Ambae,15233,Confirmed Eruption,Lake Voui and upper west flank,2.0,?,?,1670.0,,0.0,,0.0,,Anthropology,,,,,,,,-15.389,167.835
6966,344100,Masaya,11012,Confirmed Eruption,Nindirí,3.0,,,1670.0,,0.0,,0.0,,Historical Observations,,,,,,,,11.985,-86.165
6967,351080,Galeras,11352,Confirmed Eruption,,3.0,,,1670.0,,0.0,,0.0,,Historical Observations,,1736.0,,0.0,,0.0,,1.22,-77.37
6968,283110,Asamayama,17718,Confirmed Eruption,,2.0,,,1669.0,,4.0,,5.0,,Historical Observations,,1669.0,,4.0,,15.0,,36.406,138.523
6969,211060,Etna,13693,Confirmed Eruption,"S flank (950-625 m, Monti Rossi)",3.0,?,,1669.0,,3.0,,11.0,,Historical Observations,,1669.0,,7.0,?,11.0,,37.748,14.999
6970,233020,"Fournaise, Piton de la",14221,Confirmed Eruption,,2.0,,,1669.0,,0.0,,0.0,,Historical Observations,,,,,,,,-21.244,55.708
6971,283190,Zaozan [Zaosan],17963,Confirmed Eruption,Okama,3.0,,,1669.0,,0.0,,0.0,,Historical Observations,,,,,,,,38.144,140.44
6972,284170,Pagan,18504,Confirmed Eruption,North Pagan,,,,1669.0,,0.0,,0.0,,Historical Observations,,,,,,,,18.13,145.8
6973,357120,Villarrica,21022,Confirmed Eruption,,2.0,?,,1669.0,,,,,,Varve Count,,,,,,,,-39.42,-71.93
6974,283190,Zaozan [Zaosan],17962,Confirmed Eruption,Okama,2.0,?,,1668.0,,8.0,,0.0,,Historical Observations,,,,,,,,38.144,140.44
6975,282110,Asosan,17257,Confirmed Eruption,Naka-dake,2.0,,,1668.0,,8.0,,0.0,,Historical Observations,,1669.0,,0.0,,0.0,,32.884,131.104
6976,342110,Pacaya,10744,Confirmed Eruption,,2.0,,,1668.0,,8.0,,0.0,,Historical Observations,,1669.0,,6.0,,29.0,,14.382,-90.601
6977,305060,Changbaishan,19647,Confirmed Eruption,,,,,1668.0,,6.0,,0.0,,Historical Observations,,,,,,,,41.98,128.08
6978,282110,Asosan,17256,Confirmed Eruption,Naka-dake,2.0,,,1668.0,,2.0,,0.0,,Historical Observations,,,,,,,,32.884,131.104
6979,285040,Shikotsu,18610,Confirmed Eruption,Tarumai,5.0,,,1667.0,,9.0,,23.0,,Historical Observations,,1667.0,,9.0,?,26.0,,42.688,141.38
6980,282090,Kirishimayama,17128,Uncertain Eruption,Ohachi,,,,1667.0,,0.0,,0.0,,,,,,,,,,31.934,130.862
6981,354020,Ubinas,11781,Confirmed Eruption,,3.0,,,1667.0,,0.0,,0.0,,Historical Observations,,,,,,,,-16.355,-70.903
6982,341090,Popocatepetl,10534,Confirmed Eruption,,2.0,?,,1666.0,,0.0,,0.0,,Historical Observations,,1667.0,,0.0,,0.0,,19.023,-98.622
6983,323080,Lassen Volcanic Center,20655,Confirmed Eruption,Cinder Cone,3.0,?,?,1666.0,,0.0,,0.0,,Dendrochronology,,,,,,,,40.492,-121.508
6984,373010,Grimsvotn,12798,Confirmed Eruption,,,,,1665.0,,0.0,,0.0,,Historical Observations,,,,,,,,64.416,-17.316
6985,341110,San Martin,10592,Confirmed Eruption,SE flank,3.0,,,1664.0,,1.0,?,15.0,,Historical Observations,,,,,,,,18.57,-95.2
6986,342110,Pacaya,10743,Confirmed Eruption,,3.0,,,1664.0,,0.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
6987,282020,Io-Torishima,16912,Confirmed Eruption,,,,,1664.0,,0.0,,0.0,,Historical Observations,,,,,,,,27.881,128.223
6988,263250,Merapi,15857,Confirmed Eruption,,3.0,^,,1663.0,,12.0,,31.0,365.0,Historical Observations,,,,,,,,-7.54,110.446
6989,282100,Unzendake,17175,Confirmed Eruption,NE flank of Fugen-dake (1200 m),2.0,?,,1663.0,,12.0,,11.0,,Historical Observations,,1663.0,,12.0,>,27.0,,32.761,130.299
6990,341090,Popocatepetl,10533,Confirmed Eruption,,3.0,?,,1663.0,,10.0,,13.0,,Historical Observations,,1665.0,,10.0,,19.0,,19.023,-98.622
6991,285030,Toya,18594,Confirmed Eruption,Usu,5.0,,,1663.0,,8.0,,16.0,,Historical Observations,,1663.0,,9.0,,5.0,4.0,42.544,140.839
6992,282100,Unzendake,17174,Confirmed Eruption,Fugen-dake (Tsukumo-jima Pond),2.0,?,,1663.0,,4.0,,0.0,,Historical Observations,,1663.0,,5.0,,0.0,,32.761,130.299
6993,265050,Teon,16376,Confirmed Eruption,,3.0,^,,1663.0,,1.0,,18.0,,Historical Observations,,,,,,,,-6.976,129.144
6994,342060,Atitlan,10637,Confirmed Eruption,,2.0,,,1663.0,,0.0,,0.0,,Historical Observations,,,,,,,,14.583,-91.186
6995,282090,Kirishimayama,17075,Confirmed Eruption,Ohachi,2.0,?,,1662.0,,9.0,,0.0,,Historical Observations,,1664.0,,0.0,,0.0,,31.934,130.862
6996,282120,Kujusan,17362,Confirmed Eruption,,2.0,?,,1662.0,,1.0,?,26.0,,Historical Observations,,,,,,,,33.086,131.249
6997,354020,Ubinas,11780,Confirmed Eruption,,3.0,?,,1662.0,,0.0,,0.0,,Historical Observations,,,,,,,,-16.355,-70.903
6998,371020,Reykjanes,12504,Discredited Eruption,,,,,1661.0,,12.0,,0.0,,,,,,,,,,63.85,-22.566
6999,283110,Asamayama,17717,Confirmed Eruption,,2.0,,,1661.0,,10.0,,21.0,,Historical Observations,,,,,,,,36.406,138.523
7000,283110,Asamayama,17716,Confirmed Eruption,,2.0,,,1661.0,,4.0,,14.0,,Historical Observations,,1661.0,,4.0,,27.0,,36.406,138.523
7001,352060,Quilotoa,11598,Discredited Eruption,,,,,1660.0,,11.0,,28.0,,,,,,,,,,-0.85,-78.9
7002,372030,Katla,12672,Confirmed Eruption,,4.0,,,1660.0,,11.0,,3.0,,Historical Observations,,1661.0,,0.0,,0.0,,63.633,-19.083
7003,352020,Guagua Pichincha,11483,Confirmed Eruption,,4.0,,,1660.0,,10.0,,27.0,,Historical Observations,,1660.0,,11.0,,28.0,,-0.171,-78.598
7004,283110,Asamayama,17715,Confirmed Eruption,,2.0,,,1660.0,,4.0,?,8.0,,Historical Observations,,,,,,,,36.406,138.523
7005,265050,Teon,16375,Confirmed Eruption,,4.0,?,,1660.0,,2.0,,0.0,,Historical Observations,,,,,,,,-6.976,129.144
7006,268070,Makian,16681,Uncertain Eruption,,,,,1660.0,,0.0,,0.0,,,,,,,,,,0.32,127.4
7007,264230,Lewotolo,16329,Confirmed Eruption,,3.0,^,,1660.0,,0.0,,0.0,,Historical Observations,,,,,,,,-8.272,123.505
7008,251050,Long Island,14955,Confirmed Eruption,,6.0,,,1660.0,20.0,0.0,,0.0,,Radiocarbon (uncorrected),,,,,,,,-5.358,147.12
7009,245030,Nabukelevu,14853,Confirmed Eruption,Dome NW of summit,,,,1660.0,30.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,-19.12,177.98
7010,357040,Planchon-Peteroa,11928,Confirmed Eruption,Peteroa,3.0,^,,1660.0,,0.0,,0.0,,Historical Observations,,,,,,,,-35.223,-70.568
7011,265050,Teon,16374,Confirmed Eruption,,3.0,^,,1659.0,,11.0,,11.0,,Historical Observations,,,,,,,,-6.976,129.144
7012,373010,Grimsvotn,12797,Confirmed Eruption,,2.0,,,1659.0,,11.0,,0.0,,Historical Observations,,,,,,,,64.416,-17.316
7013,283110,Asamayama,17714,Confirmed Eruption,,2.0,,,1659.0,,7.0,,24.0,,Historical Observations,,,,,,,,36.406,138.523
7014,268060,Gamalama,16605,Confirmed Eruption,,2.0,,,1659.0,,6.0,,0.0,,Historical Observations,,,,,,,,0.8,127.33
7015,283050,Hakusan,17483,Confirmed Eruption,Midoriga-ike,2.0,?,,1659.0,,4.0,,21.0,,Historical Observations,,1659.0,,8.0,,8.0,,36.155,136.771
7016,283220,Chokaisan,18026,Confirmed Eruption,,,,,1659.0,,4.0,,0.0,,Historical Observations,,1663.0,1.0,0.0,,0.0,,39.099,140.049
7017,282090,Kirishimayama,17074,Confirmed Eruption,Ohachi,2.0,?,,1659.0,,2.0,,0.0,,Historical Observations,,1661.0,,0.0,,0.0,,31.934,130.862
7018,343050,San Salvador,10826,Confirmed Eruption,NW flank (El Playón),3.0,,,1658.0,,11.0,,3.0,,Historical Observations,,1671.0,,8.0,>,,,13.734,-89.294
7019,283050,Hakusan,17482,Confirmed Eruption,,2.0,?,,1658.0,,10.0,?,0.0,,Historical Observations,,,,,,,,36.155,136.771
7020,283110,Asamayama,17713,Confirmed Eruption,,2.0,,,1658.0,,7.0,,24.0,,Historical Observations,,,,,,,,36.406,138.523
7021,263250,Merapi,15856,Confirmed Eruption,,3.0,^,,1658.0,,0.0,,0.0,,Historical Observations,,,,,,,,-7.54,110.446
7022,283110,Asamayama,17712,Confirmed Eruption,,2.0,,,1657.0,,11.0,,25.0,,Historical Observations,,,,,,,,36.406,138.523
7023,357120,Villarrica,12106,Confirmed Eruption,,1.0,?,,1657.0,,3.0,,15.0,,Historical Observations,,,,,,,,-39.42,-71.93
7024,282100,Unzendake,17173,Discredited Eruption,,,,,1657.0,,0.0,,0.0,,,,,,,,,,32.761,130.299
7025,283110,Asamayama,17711,Confirmed Eruption,,2.0,,,1656.0,,12.0,,10.0,,Historical Observations,,,,,,,,36.406,138.523
7026,283110,Asamayama,17710,Confirmed Eruption,,2.0,,,1655.0,,11.0,,25.0,,Historical Observations,,,,,,,,36.406,138.523
7027,342110,Pacaya,10742,Confirmed Eruption,,2.0,,,1655.0,,7.0,,0.0,,Historical Observations,,,,,,,,14.382,-90.601
7028,373050,Kverkfjoll,12899,Confirmed Eruption,,0.0,,,1655.0,,4.0,,15.0,45.0,Historical Observations,,,,,,,,64.653,-16.647
7029,241030,Taranaki,14458,Confirmed Eruption,,4.0,,?,1655.0,,0.0,,0.0,,Dendrochronology,,,,,,,,-39.3,174.07
7030,211020,Vesuvius,13334,Confirmed Eruption,,3.0,,,1654.0,,2.0,,25.0,,Historical Observations,,1680.0,,3.0,,28.0,,40.821,14.426
7031,211060,Etna,13692,Confirmed Eruption,Central Crater,1.0,,,1654.0,,1.0,,1.0,,Historical Observations,?,1656.0,,0.0,,0.0,,37.748,14.999
7032,268060,Gamalama,16604,Confirmed Eruption,,3.0,^,,1653.0,,12.0,,31.0,365.0,Historical Observations,,,,,,,,0.8,127.33
7033,283110,Asamayama,17709,Uncertain Eruption,,2.0,?,,1653.0,,0.0,,0.0,,,,1654.0,,0.0,,0.0,,36.406,138.523
7034,382081,Picos Volcanic System,13007,Confirmed Eruption,Eastern part (SW of Fogo 1 cone),2.0,,,1652.0,,10.0,,19.0,,Historical Observations,,1652.0,,10.0,,26.0,,37.78,-25.67
7035,283110,Asamayama,17708,Confirmed Eruption,,2.0,,,1652.0,,4.0,,12.0,,Historical Observations,,,,,,,,36.406,138.523
7036,284060,Aogashima,18306,Confirmed Eruption,Ikenosawa crater,3.0,,,1652.0,,0.0,,0.0,,Historical Observations,,,,,,,,32.458,139.759
7037,300270,Sheveluch,19565,Confirmed Eruption,,5.0,,,1652.0,11.0,0.0,,0.0,,Radiocarbon (corrected),,,,,,,,56.653,161.36
7038,274030,Babuyan Claro,16879,Confirmed Eruption,Smith volcano,3.0,^,,1652.0,,0.0,,0.0,,Historical Observations,,,,,,,,19.523,121.94
7039,283110,Asamayama,17574,Confirmed Eruption,,2.0,,,1651.0,,4.0,,12.0,,Historical Observations,,,,,,,,36.406,138.523
7040,342110,Pacaya,10741,Confirmed Eruption,,2.0,,,1651.0,,2.0,,18.0,,Historical Observations,,1651.0,,4.0,,13.0,,14.382,-90.601
7041,211060,Etna,13691,Confirmed Eruption,"West (2600-1770 m), east (1875-1815 m)",1.0,,,1651.0,,1.0,,17.0,,Historical Observations,,1653.0,,7.0,?,0.0,,37.748,14.999
7042,211050,Vulcano,13428,Confirmed Eruption,Fossa,,,,1651.0,,0.0,,0.0,,Historical Observations,,,,,,,,38.404,14.962
7043,213020,Nemrut Dagi,13527,Confirmed Eruption,East flank (Lake Van),,,,1650.0,,10.0,,27.0,,Historical Observations,,,,,,,,38.654,42.229
7044,212040,Santorini,13885,Confirmed Eruption,Colombo Bank (6.5 km NE of Thera),4.0,?,,1650.0,,9.0,,27.0,,Historical Observations,,1650.0,,12.0,,6.0,,36.404,25.396
7045,283110,Asamayama,17707,Uncertain Eruption,,2.0,?,,1650.0,,7.0,?,2.0,,,,,,,,,,36.406,138.523
